event_id,timestamp,gas,Q_m3s,V_m3,duct_length_m,duct_diameter_m,aux_fans,temp_C,humidity_pct,C0_ppm,t_min,Ct_ppm
2,2025-01-01T20:00:00,CO,33.5900858673117,882.4574212112617,360.5082385508981,1.1475486563992434,2,33.614580620439355,52.534946532300395,472.24330892419925,31.53846153846154,0.05
2,2025-01-01T20:00:00,CO,33.5900858673117,882.4574212112617,360.5082385508981,1.1475486563992434,2,33.614580620439355,52.534946532300395,472.24330892419925,40.38461538461539,0.05
2,2025-01-01T20:00:00,CO,33.5900858673117,882.4574212112617,360.5082385508981,1.1475486563992434,2,33.614580620439355,52.534946532300395,472.24330892419925,49.23076923076923,0.05
2,2025-01-01T20:00:00,CO,33.5900858673117,882.4574212112617,360.5082385508981,1.1475486563992434,2,33.614580620439355,52.534946532300395,472.24330892419925,58.07692307692308,0.05
2,2025-01-01T20:00:00,CO,33.5900858673117,882.4574212112617,360.5082385508981,1.1475486563992434,2,33.614580620439355,52.534946532300395,472.24330892419925,66.92307692307693,0.05
2,2025-01-01T20:00:00,CO,33.5900858673117,882.4574212112617,360.5082385508981,1.1475486563992434,2,33.614580620439355,52.534946532300395,472.24330892419925,75.76923076923077,0.05
2,2025-01-01T20:00:00,CO,33.5900858673117,882.4574212112617,360.5082385508981,1.1475486563992434,2,33.614580620439355,52.534946532300395,472.24330892419925,84.61538461538461,0.05
2,2025-01-01T20:00:00,CO,33.5900858673117,882.4574212112617,360.5082385508981,1.1475486563992434,2,33.614580620439355,52.534946532300395,472.24330892419925,93.46153846153847,0.05
2,2025-01-01T20:00:00,CO,33.5900858673117,882.4574212112617,360.5082385508981,1.1475486563992434,2,33.614580620439355,52.534946532300395,472.24330892419925,102.30769230769232,0.05
2,2025-01-01T20:00:00,CO,33.5900858673117,882.4574212112617,360.5082385508981,1.1475486563992434,2,33.614580620439355,52.534946532300395,472.24330892419925,111.15384615384616,0.05
2,2025-01-01T20:00:00,CO,33.5900858673117,882.4574212112617,360.5082385508981,1.1475486563992434,2,33.614580620439355,52.534946532300395,472.24330892419925,120.0,0.05
3,2025-01-02T02:00:00,CO,18.29669610241913,3951.4995906463614,153.3093782620071,1.1435872948813084,3,29.140643046825566,72.0338925463848,544.8782906488145,5.0,140.1615688482436
3,2025-01-02T02:00:00,CO,18.29669610241913,3951.4995906463614,153.3093782620071,1.1435872948813084,3,29.140643046825566,72.0338925463848,544.8782906488145,13.846153846153847,11.304422320766067
3,2025-01-02T02:00:00,CO,18.29669610241913,3951.4995906463614,153.3093782620071,1.1435872948813084,3,29.140643046825566,72.0338925463848,544.8782906488145,22.692307692307693,0.9936774391681878
3,2025-01-02T02:00:00,CO,18.29669610241913,3951.4995906463614,153.3093782620071,1.1435872948813084,3,29.140643046825566,72.0338925463848,544.8782906488145,31.53846153846154,0.0856464340194972
3,2025-01-02T02:00:00,CO,18.29669610241913,3951.4995906463614,153.3093782620071,1.1435872948813084,3,29.140643046825566,72.0338925463848,544.8782906488145,40.38461538461539,0.05
3,2025-01-02T02:00:00,CO,18.29669610241913,3951.4995906463614,153.3093782620071,1.1435872948813084,3,29.140643046825566,72.0338925463848,544.8782906488145,49.23076923076923,0.05
3,2025-01-02T02:00:00,CO,18.29669610241913,3951.4995906463614,153.3093782620071,1.1435872948813084,3,29.140643046825566,72.0338925463848,544.8782906488145,58.07692307692308,0.05
3,2025-01-02T02:00:00,CO,18.29669610241913,3951.4995906463614,153.3093782620071,1.1435872948813084,3,29.140643046825566,72.0338925463848,544.8782906488145,66.92307692307693,0.05
3,2025-01-02T02:00:00,CO,18.29669610241913,3951.4995906463614,153.3093782620071,1.1435872948813084,3,29.140643046825566,72.0338925463848,544.8782906488145,75.76923076923077,0.05
3,2025-01-02T02:00:00,CO,18.29669610241913,3951.4995906463614,153.3093782620071,1.1435872948813084,3,29.140643046825566,72.0338925463848,544.8782906488145,84.61538461538461,0.05
3,2025-01-02T02:00:00,CO,18.29669610241913,3951.4995906463614,153.3093782620071,1.1435872948813084,3,29.140643046825566,72.0338925463848,544.8782906488145,93.46153846153847,0.05
3,2025-01-02T02:00:00,CO,18.29669610241913,3951.4995906463614,153.3093782620071,1.1435872948813084,3,29.140643046825566,72.0338925463848,544.8782906488145,102.30769230769232,0.05
3,2025-01-02T02:00:00,CO,18.29669610241913,3951.4995906463614,153.3093782620071,1.1435872948813084,3,29.140643046825566,72.0338925463848,544.8782906488145,111.15384615384616,0.05
3,2025-01-02T02:00:00,CO,18.29669610241913,3951.4995906463614,153.3093782620071,1.1435872948813084,3,29.140643046825566,72.0338925463848,544.8782906488145,120.0,0.05
4,2025-01-02T08:00:00,CO,21.46619128613891,2121.6661037497715,433.9970191107961,1.4765839324552696,2,23.317399229190393,83.15058264086343,631.8506870140039,5.0,38.15059004787868
4,2025-01-02T08:00:00,CO,21.46619128613891,2121.6661037497715,433.9970191107961,1.4765839324552696,2,23.317399229190393,83.15058264086343,631.8506870140039,13.846153846153847,0.3080010796641793
4,2025-01-02T08:00:00,CO,21.46619128613891,2121.6661037497715,433.9970191107961,1.4765839324552696,2,23.317399229190393,83.15058264086343,631.8506870140039,22.692307692307693,0.05
4,2025-01-02T08:00:00,CO,21.46619128613891,2121.6661037497715,433.9970191107961,1.4765839324552696,2,23.317399229190393,83.15058264086343,631.8506870140039,31.53846153846154,0.05
4,2025-01-02T08:00:00,CO,21.46619128613891,2121.6661037497715,433.9970191107961,1.4765839324552696,2,23.317399229190393,83.15058264086343,631.8506870140039,40.38461538461539,0.05
4,2025-01-02T08:00:00,CO,21.46619128613891,2121.6661037497715,433.9970191107961,1.4765839324552696,2,23.317399229190393,83.15058264086343,631.8506870140039,49.23076923076923,0.05
4,2025-01-02T08:00:00,CO,21.46619128613891,2121.6661037497715,433.9970191107961,1.4765839324552696,2,23.317399229190393,83.15058264086343,631.8506870140039,58.07692307692308,0.05
4,2025-01-02T08:00:00,CO,21.46619128613891,2121.6661037497715,433.9970191107961,1.4765839324552696,2,23.317399229190393,83.15058264086343,631.8506870140039,66.92307692307693,0.05
4,2025-01-02T08:00:00,CO,21.46619128613891,2121.6661037497715,433.9970191107961,1.4765839324552696,2,23.317399229190393,83.15058264086343,631.8506870140039,75.76923076923077,0.05
4,2025-01-02T08:00:00,CO,21.46619128613891,2121.6661037497715,433.9970191107961,1.4765839324552696,2,23.317399229190393,83.15058264086343,631.8506870140039,84.61538461538461,0.05
4,2025-01-02T08:00:00,CO,21.46619128613891,2121.6661037497715,433.9970191107961,1.4765839324552696,2,23.317399229190393,83.15058264086343,631.8506870140039,93.46153846153847,0.05
4,2025-01-02T08:00:00,CO,21.46619128613891,2121.6661037497715,433.9970191107961,1.4765839324552696,2,23.317399229190393,83.15058264086343,631.8506870140039,102.30769230769232,0.05
4,2025-01-02T08:00:00,CO,21.46619128613891,2121.6661037497715,433.9970191107961,1.4765839324552696,2,23.317399229190393,83.15058264086343,631.8506870140039,111.15384615384616,0.05
4,2025-01-02T08:00:00,CO,21.46619128613891,2121.6661037497715,433.9970191107961,1.4765839324552696,2,23.317399229190393,83.15058264086343,631.8506870140039,120.0,0.05
5,2025-01-02T14:00:00,NOx,82.18343296792055,1745.776396766758,204.63910891165605,0.30617913471355485,3,27.87981638489038,44.79167273996712,149.83838353819564,5.0,0.05
5,2025-01-02T14:00:00,NOx,82.18343296792055,1745.776396766758,204.63910891165605,0.30617913471355485,3,27.87981638489038,44.79167273996712,149.83838353819564,13.846153846153847,0.05
5,2025-01-02T14:00:00,NOx,82.18343296792055,1745.776396766758,204.63910891165605,0.30617913471355485,3,27.87981638489038,,149.83838353819564,22.692307692307693,0.05
5,2025-01-02T14:00:00,NOx,82.18343296792055,1745.776396766758,204.63910891165605,0.30617913471355485,3,27.87981638489038,44.79167273996712,149.83838353819564,31.53846153846154,0.05
5,2025-01-02T14:00:00,NOx,82.18343296792055,1745.776396766758,204.63910891165605,0.30617913471355485,3,27.87981638489038,44.79167273996712,149.83838353819564,40.38461538461539,0.05
5,2025-01-02T14:00:00,NOx,82.18343296792055,1745.776396766758,204.63910891165605,0.30617913471355485,3,27.87981638489038,44.79167273996712,149.83838353819564,49.23076923076923,0.05
5,2025-01-02T14:00:00,NOx,82.18343296792055,1745.776396766758,204.63910891165605,0.30617913471355485,3,27.87981638489038,44.79167273996712,149.83838353819564,58.07692307692308,0.05
5,2025-01-02T14:00:00,NOx,82.18343296792055,1745.776396766758,204.63910891165605,0.30617913471355485,3,27.87981638489038,44.79167273996712,149.83838353819564,66.92307692307693,0.05
5,2025-01-02T14:00:00,NOx,82.18343296792055,1745.776396766758,204.63910891165605,0.30617913471355485,3,27.87981638489038,44.79167273996712,149.83838353819564,75.76923076923077,0.05
5,2025-01-02T14:00:00,NOx,82.18343296792055,1745.776396766758,204.63910891165605,0.30617913471355485,3,27.87981638489038,44.79167273996712,149.83838353819564,84.61538461538461,0.05
5,2025-01-02T14:00:00,NOx,82.18343296792055,1745.776396766758,204.63910891165605,0.30617913471355485,3,27.87981638489038,,149.83838353819564,93.46153846153847,0.05
5,2025-01-02T14:00:00,NOx,82.18343296792055,1745.776396766758,204.63910891165605,0.30617913471355485,3,27.87981638489038,44.79167273996712,149.83838353819564,102.30769230769232,0.05
5,2025-01-02T14:00:00,NOx,82.18343296792055,1745.776396766758,204.63910891165605,0.30617913471355485,3,27.87981638489038,44.79167273996712,149.83838353819564,111.15384615384616,0.05
5,2025-01-02T14:00:00,NOx,82.18343296792055,1745.776396766758,204.63910891165605,0.30617913471355485,3,27.87981638489038,44.79167273996712,149.83838353819564,120.0,0.05
6,2025-01-02T20:00:00,NOx,63.13685531415101,3790.127426629208,169.25897888387192,0.952907743336576,4,18.43224159760661,74.57751545166147,721.0821865982227,5.0,3.704383315248014
6,2025-01-02T20:00:00,NOx,63.13685531415101,3790.127426629208,169.25897888387192,,4,18.43224159760661,74.57751545166147,721.0821865982227,13.846153846153847,0.05
6,2025-01-02T20:00:00,NOx,63.13685531415101,3790.127426629208,169.25897888387192,0.952907743336576,4,18.43224159760661,74.57751545166147,721.0821865982227,22.692307692307693,0.05
6,2025-01-02T20:00:00,NOx,63.13685531415101,3790.127426629208,169.25897888387192,0.952907743336576,4,18.43224159760661,74.57751545166147,721.0821865982227,31.53846153846154,0.05
6,2025-01-02T20:00:00,NOx,63.13685531415101,3790.127426629208,169.25897888387192,0.952907743336576,4,18.43224159760661,74.57751545166147,721.0821865982227,40.38461538461539,0.05
6,2025-01-02T20:00:00,NOx,63.13685531415101,3790.127426629208,169.25897888387192,0.952907743336576,4,18.43224159760661,74.57751545166147,721.0821865982227,49.23076923076923,0.05
6,2025-01-02T20:00:00,NOx,63.13685531415101,3790.127426629208,169.25897888387192,0.952907743336576,4,18.43224159760661,74.57751545166147,721.0821865982227,58.07692307692308,0.05
6,2025-01-02T20:00:00,NOx,63.13685531415101,3790.127426629208,169.25897888387192,0.952907743336576,4,18.43224159760661,74.57751545166147,721.0821865982227,66.92307692307693,0.05
6,2025-01-02T20:00:00,NOx,63.13685531415101,3790.127426629208,169.25897888387192,0.952907743336576,4,18.43224159760661,74.57751545166147,721.0821865982227,75.76923076923077,
6,2025-01-02T20:00:00,NOx,63.13685531415101,3790.127426629208,169.25897888387192,0.952907743336576,4,18.43224159760661,74.57751545166147,721.0821865982227,84.61538461538461,0.05
6,2025-01-02T20:00:00,NOx,63.13685531415101,3790.127426629208,169.25897888387192,0.952907743336576,4,18.43224159760661,74.57751545166147,721.0821865982227,93.46153846153847,0.05
6,2025-01-02T20:00:00,NOx,63.13685531415101,3790.127426629208,169.25897888387192,0.952907743336576,4,18.43224159760661,74.57751545166147,721.0821865982227,102.30769230769232,0.05
6,2025-01-02T20:00:00,NOx,63.13685531415101,3790.127426629208,169.25897888387192,0.952907743336576,4,18.43224159760661,74.57751545166147,721.0821865982227,111.15384615384616,0.05
6,2025-01-02T20:00:00,NOx,63.13685531415101,3790.127426629208,169.25897888387192,0.952907743336576,4,18.43224159760661,74.57751545166147,721.0821865982227,120.0,0.05
7,2025-01-03T02:00:00,CO,114.91313466753246,4058.2797871693288,246.3239942773201,0.5955528722662637,2,36.72087140097926,34.87646905492109,74.13207073817003,5.0,0.1280024320387908
7,2025-01-03T02:00:00,CO,114.91313466753246,4058.2797871693288,246.3239942773201,0.5955528722662637,2,36.72087140097926,34.87646905492109,74.13207073817003,13.846153846153847,0.05
7,2025-01-03T02:00:00,CO,114.91313466753246,4058.2797871693288,246.3239942773201,0.5955528722662637,2,36.72087140097926,34.87646905492109,74.13207073817003,22.692307692307693,0.05
7,2025-01-03T02:00:00,CO,114.91313466753246,4058.2797871693288,246.3239942773201,0.5955528722662637,2,36.72087140097926,34.87646905492109,74.13207073817003,31.53846153846154,0.05
7,2025-01-03T02:00:00,CO,114.91313466753246,4058.2797871693288,246.3239942773201,0.5955528722662637,2,36.72087140097926,34.87646905492109,74.13207073817003,40.38461538461539,0.05
7,2025-01-03T02:00:00,CO,114.91313466753246,4058.2797871693288,246.3239942773201,0.5955528722662637,2,36.72087140097926,34.87646905492109,74.13207073817003,49.23076923076923,0.05
7,2025-01-03T02:00:00,CO,114.91313466753246,4058.2797871693288,246.3239942773201,0.5955528722662637,2,36.72087140097926,34.87646905492109,74.13207073817003,58.07692307692308,0.05
7,2025-01-03T02:00:00,CO,114.91313466753246,4058.2797871693288,246.3239942773201,0.5955528722662637,2,36.72087140097926,34.87646905492109,74.13207073817003,66.92307692307693,0.05
7,2025-01-03T02:00:00,CO,114.91313466753246,4058.2797871693288,246.3239942773201,0.5955528722662637,2,36.72087140097926,34.87646905492109,74.13207073817003,75.76923076923077,0.05
7,2025-01-03T02:00:00,CO,114.91313466753246,4058.2797871693288,246.3239942773201,0.5955528722662637,2,36.72087140097926,34.87646905492109,74.13207073817003,84.61538461538461,0.05
7,2025-01-03T02:00:00,CO,114.91313466753246,4058.2797871693288,246.3239942773201,0.5955528722662637,2,36.72087140097926,34.87646905492109,74.13207073817003,93.46153846153847,0.05
7,2025-01-03T02:00:00,CO,114.91313466753246,4058.2797871693288,246.3239942773201,0.5955528722662637,2,36.72087140097926,34.87646905492109,74.13207073817003,102.30769230769232,0.05
7,2025-01-03T02:00:00,CO,114.91313466753246,4058.2797871693288,246.3239942773201,0.5955528722662637,2,36.72087140097926,34.87646905492109,74.13207073817003,111.15384615384616,0.05
7,2025-01-03T02:00:00,CO,114.91313466753246,4058.2797871693288,246.3239942773201,0.5955528722662637,2,36.72087140097926,34.87646905492109,74.13207073817003,120.0,0.05
8,2025-01-03T08:00:00,CO,25.25785670044049,10108.46192779895,94.3794129822875,0.49201221601294776,1,35.49124081674929,36.786079942874395,275.84599140407204,5.0,136.97276843099007
8,2025-01-03T08:00:00,CO,25.25785670044049,10108.46192779895,94.3794129822875,0.49201221601294776,1,35.49124081674929,36.786079942874395,275.84599140407204,13.846153846153847,42.40472834828972
8,2025-01-03T08:00:00,CO,25.25785670044049,10108.46192779895,94.3794129822875,0.49201221601294776,1,35.49124081674929,36.786079942874395,275.84599140407204,22.692307692307693,12.699165212300272
8,2025-01-03T08:00:00,CO,25.25785670044049,10108.46192779895,94.3794129822875,0.49201221601294776,1,35.49124081674929,36.786079942874395,275.84599140407204,31.53846153846154,3.9561341219866244
8,2025-01-03T08:00:00,CO,25.25785670044049,10108.46192779895,94.3794129822875,0.49201221601294776,1,35.49124081674929,36.786079942874395,275.84599140407204,40.38461538461539,1.2713904979108093
8,2025-01-03T08:00:00,CO,25.25785670044049,10108.46192779895,94.3794129822875,0.49201221601294776,1,35.49124081674929,36.786079942874395,275.84599140407204,49.23076923076923,0.3563947261840455
8,2025-01-03T08:00:00,CO,25.25785670044049,10108.46192779895,94.3794129822875,0.49201221601294776,1,35.49124081674929,36.786079942874395,275.84599140407204,58.07692307692308,0.11131356758160697
8,2025-01-03T08:00:00,CO,25.25785670044049,10108.46192779895,94.3794129822875,0.49201221601294776,1,35.49124081674929,36.786079942874395,275.84599140407204,66.92307692307693,0.05
8,2025-01-03T08:00:00,CO,25.25785670044049,10108.46192779895,94.3794129822875,0.49201221601294776,1,35.49124081674929,36.786079942874395,275.84599140407204,75.76923076923077,0.05
8,2025-01-03T08:00:00,CO,25.25785670044049,10108.46192779895,94.3794129822875,0.49201221601294776,1,35.49124081674929,36.786079942874395,275.84599140407204,84.61538461538461,0.05
8,2025-01-03T08:00:00,CO,25.25785670044049,10108.46192779895,94.3794129822875,0.49201221601294776,1,35.49124081674929,36.786079942874395,275.84599140407204,93.46153846153847,0.05
8,2025-01-03T08:00:00,CO,25.25785670044049,10108.46192779895,94.3794129822875,0.49201221601294776,1,35.49124081674929,36.786079942874395,275.84599140407204,102.30769230769232,0.05
8,2025-01-03T08:00:00,CO,25.25785670044049,10108.46192779895,94.3794129822875,0.49201221601294776,1,35.49124081674929,36.786079942874395,275.84599140407204,111.15384615384616,0.05
8,2025-01-03T08:00:00,CO,25.25785670044049,10108.46192779895,94.3794129822875,0.49201221601294776,1,35.49124081674929,36.786079942874395,275.84599140407204,120.0,0.05
9,2025-01-03T14:00:00,NOx,26.15423716818983,2186.0426008838594,419.5762714227332,0.78673056166367,2,24.018973835618795,54.315042721092,543.7768017003227,5.0,22.70599427014025
9,2025-01-03T14:00:00,NOx,26.15423716818983,2186.0426008838594,419.5762714227332,0.78673056166367,2,24.018973835618795,54.315042721092,543.7768017003227,13.846153846153847,0.08052950303548762
9,2025-01-03T14:00:00,NOx,26.15423716818983,2186.0426008838594,419.5762714227332,0.78673056166367,2,24.018973835618795,54.315042721092,543.7768017003227,22.692307692307693,0.05
9,2025-01-03T14:00:00,NOx,26.15423716818983,2186.0426008838594,419.5762714227332,0.78673056166367,2,,54.315042721092,543.7768017003227,31.53846153846154,0.05
9,2025-01-03T14:00:00,NOx,26.15423716818983,2186.0426008838594,419.5762714227332,0.78673056166367,2,24.018973835618795,54.315042721092,543.7768017003227,40.38461538461539,0.05
9,2025-01-03T14:00:00,NOx,26.15423716818983,2186.0426008838594,419.5762714227332,0.78673056166367,2,24.018973835618795,54.315042721092,543.7768017003227,49.23076923076923,0.05
9,2025-01-03T14:00:00,NOx,26.15423716818983,2186.0426008838594,419.5762714227332,0.78673056166367,2,24.018973835618795,54.315042721092,543.7768017003227,58.07692307692308,0.05
9,2025-01-03T14:00:00,NOx,26.15423716818983,2186.0426008838594,419.5762714227332,0.78673056166367,2,24.018973835618795,54.315042721092,543.7768017003227,66.92307692307693,0.05
9,2025-01-03T14:00:00,NOx,26.15423716818983,2186.0426008838594,419.5762714227332,0.78673056166367,2,24.018973835618795,54.315042721092,543.7768017003227,75.76923076923077,0.05
9,2025-01-03T14:00:00,NOx,26.15423716818983,2186.0426008838594,419.5762714227332,0.78673056166367,2,24.018973835618795,54.315042721092,543.7768017003227,84.61538461538461,0.05
9,2025-01-03T14:00:00,NOx,26.15423716818983,2186.0426008838594,419.5762714227332,0.78673056166367,2,24.018973835618795,54.315042721092,543.7768017003227,93.46153846153847,0.05
9,2025-01-03T14:00:00,NOx,26.15423716818983,2186.0426008838594,419.5762714227332,0.78673056166367,2,24.018973835618795,54.315042721092,543.7768017003227,102.30769230769232,0.05
9,2025-01-03T14:00:00,NOx,26.15423716818983,2186.0426008838594,419.5762714227332,0.78673056166367,2,24.018973835618795,54.315042721092,543.7768017003227,111.15384615384616,0.05
9,2025-01-03T14:00:00,NOx,26.15423716818983,2186.0426008838594,419.5762714227332,0.78673056166367,2,24.018973835618795,54.315042721092,543.7768017003227,120.0,0.05
10,2025-01-03T20:00:00,CO,23.787551650699374,10089.600486686648,364.66317709656795,0.5640650016546855,1,30.120316414000218,77.06433722656067,498.3614395774315,5.0,294.5767142121936
10,2025-01-03T20:00:00,CO,23.787551650699374,10089.600486686648,364.66317709656795,0.5640650016546855,1,30.120316414000218,77.06433722656067,498.3614395774315,13.846153846153847,134.1954056875739
10,2025-01-03T20:00:00,CO,23.787551650699374,10089.600486686648,364.66317709656795,0.5640650016546855,1,30.120316414000218,77.06433722656067,498.3614395774315,22.692307692307693,52.399767447256025
10,2025-01-03T20:00:00,CO,23.787551650699374,10089.600486686648,364.66317709656795,0.5640650016546855,1,30.120316414000218,77.06433722656067,498.3614395774315,31.53846153846154,23.18707271877198
10,2025-01-03T20:00:00,CO,23.787551650699374,10089.600486686648,364.66317709656795,0.5640650016546855,1,,77.06433722656067,498.3614395774315,40.38461538461539,12.44534978539323
10,2025-01-03T20:00:00,CO,23.787551650699374,10089.600486686648,364.66317709656795,0.5640650016546855,1,30.120316414000218,77.06433722656067,498.3614395774315,49.23076923076923,
10,2025-01-03T20:00:00,CO,23.787551650699374,10089.600486686648,364.66317709656795,0.5640650016546855,1,30.120316414000218,77.06433722656067,498.3614395774315,58.07692307692308,1.942182243081949
10,2025-01-03T20:00:00,CO,23.787551650699374,10089.600486686648,364.66317709656795,0.5640650016546855,1,30.120316414000218,77.06433722656067,498.3614395774315,66.92307692307693,1.0018229127600455
10,2025-01-03T20:00:00,CO,23.787551650699374,10089.600486686648,364.66317709656795,0.5640650016546855,1,30.120316414000218,77.06433722656067,498.3614395774315,75.76923076923077,0.45993345911746647
10,2025-01-03T20:00:00,CO,23.787551650699374,10089.600486686648,364.66317709656795,0.5640650016546855,1,30.120316414000218,77.06433722656067,498.3614395774315,84.61538461538461,0.15804858000572578
10,2025-01-03T20:00:00,CO,23.787551650699374,10089.600486686648,364.66317709656795,0.5640650016546855,1,30.120316414000218,77.06433722656067,498.3614395774315,93.46153846153847,0.07215595317272777
10,2025-01-03T20:00:00,CO,23.787551650699374,10089.600486686648,364.66317709656795,0.5640650016546855,1,30.120316414000218,77.06433722656067,498.3614395774315,102.30769230769232,0.05
10,2025-01-03T20:00:00,CO,23.787551650699374,10089.600486686648,364.66317709656795,0.5640650016546855,1,,77.06433722656067,498.3614395774315,111.15384615384616,0.05
10,2025-01-03T20:00:00,CO,23.787551650699374,10089.600486686648,364.66317709656795,0.5640650016546855,1,30.120316414000218,77.06433722656067,498.3614395774315,120.0,0.05
